sample;method;species;genus;class;order;phylum;reads
extra_2;bulk;Hediste_astae;Hediste;Polychaeta;Phyllodocida;Annelida;20
extra_2;eDNA;Hediste_astae;Hediste;Polychaeta;Phyllodocida;Annelida;69
extra_2;eDNA;Hydra_oligactis;Hydra;Hydrozoa;Anthoathecata;Cnidaria;372
extra_2;bulk;Keratella;Keratella;Monogononta;Ploima;Rotifera;5
extra_2;bulk;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;1374
extra_2;eDNA;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;8868
extra_2;eDNA;Marenzelleria_viridis;Marenzelleria;Polychaeta;Spionida;Annelida;15
extra_2;bulk;Megacyclops_viridis;Megacyclops;Copepoda;Cyclopoida;Arthropoda;461
extra_2;eDNA;Megacyclops_viridis;Megacyclops;Copepoda;Cyclopoida;Arthropoda;56
extra_2;bulk;Mesocyclops_leuckarti;Mesocyclops;Copepoda;Cyclopoida;Arthropoda;2
extra_2;bulk;Polyarthra_dolichoptera;Polyarthra_hn;Monogononta;Ploima;Rotifera;9
extra_2;eDNA;Polyarthra_dolichoptera;Polyarthra_hn;Monogononta;Ploima;Rotifera;10
extra_2;eDNA;Sida_crystallina;Sida;Branchiopoda;Ctenopoda;Arthropoda;18
extra_2;bulk;Synchaeta_spp;Synchaeta;Monogononta;Ploima;Rotifera;72
extra_2;eDNA;Synchaeta_spp;Synchaeta;Monogononta;Ploima;Rotifera;202
extra_2;bulk;Thermocyclops_oithonoides;Thermocyclops;Copepoda;Cyclopoida;Arthropoda;14
extra_2;eDNA;Thermocyclops_oithonoides;Thermocyclops;Copepoda;Cyclopoida;Arthropoda;1
extra_3;bulk;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;14021
extra_3;eDNA;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;1934
extra_3;bulk;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;434428
extra_3;eDNA;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;613971
extra_3;eDNA;Arthropoda_sp;Unknown;Unknown;Unknown;Arthropoda;1
extra_3;bulk;Asplanchna_spp;Asplanchna;Monogononta;Ploima;Rotifera;26
extra_3;eDNA;Brachionidae_sp;Unknown;Monogononta;Ploima;Rotifera;12
extra_3;eDNA;Cerastoderma_glaucum;Cerastoderma;Bivalvia;Cardiida;Mollusca;4
extra_3;eDNA;Chaetogaster_diaphanus;Chaetogaster;Clitellata;Tubificida;Annelida;1
extra_3;eDNA;Diaphanosoma_brachyurum;Diaphanosoma;Branchiopoda;Ctenopoda;Arthropoda;18
extra_3;eDNA;Diplostraca;Unknown;Branchiopoda;Unknown;Arthropoda;8
extra_3;bulk;Eucyclops_macrurus;Eucyclops;Copepoda;Cyclopoida;Arthropoda;4
extra_3;bulk;Eurytemora_affinis;Eurytemora;Copepoda;Calanoida;Arthropoda;18
extra_3;bulk;Hediste_astae;Hediste;Polychaeta;Phyllodocida;Annelida;2
extra_3;eDNA;Hediste_astae;Hediste;Polychaeta;Phyllodocida;Annelida;1125
extra_3;eDNA;Hydra_oligactis;Hydra;Hydrozoa;Anthoathecata;Cnidaria;65
extra_3;bulk;Keratella;Keratella;Monogononta;Ploima;Rotifera;21
extra_3;eDNA;Keratella;Keratella;Monogononta;Ploima;Rotifera;435
extra_3;bulk;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;1922
extra_3;eDNA;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;13537
extra_3;eDNA;Marenzelleria_viridis;Marenzelleria;Polychaeta;Spionida;Annelida;1
extra_3;bulk;Megacyclops_viridis;Megacyclops;Copepoda;Cyclopoida;Arthropoda;44
extra_3;eDNA;Megacyclops_viridis;Megacyclops;Copepoda;Cyclopoida;Arthropoda;562
extra_3;bulk;Mesocyclops_leuckarti;Mesocyclops;Copepoda;Cyclopoida;Arthropoda;1
extra_3;bulk;Mytilopsis_leucophaeata;Mytilopsis;Bivalvia;Myida;Mollusca;2
extra_3;eDNA;Mytilopsis_leucophaeata;Mytilopsis;Bivalvia;Myida;Mollusca;12
extra_3;eDNA;Polyarthra_dolichoptera;Polyarthra_hn;Monogononta;Ploima;Rotifera;15
extra_3;bulk;Synchaeta_spp;Synchaeta;Monogononta;Ploima;Rotifera;1
extra_3;bulk;Thermocyclops_oithonoides;Thermocyclops;Copepoda;Cyclopoida;Arthropoda;3
extra_4;bulk;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;639
extra_4;eDNA;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;1156
extra_4;bulk;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;521202
extra_4;eDNA;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;369382
extra_4;eDNA;Arthropoda_sp;Unknown;Unknown;Unknown;Arthropoda;7
extra_4;bulk;Cerastoderma_glaucum;Cerastoderma;Bivalvia;Cardiida;Mollusca;712
extra_4;eDNA;Corymorpha_sp;Corymorpha;Hydrozoa;Anthoathecata;Cnidaria;2
extra_4;bulk;Eurytemora_affinis;Eurytemora;Copepoda;Calanoida;Arthropoda;704
extra_4;eDNA;Eurytemora_affinis;Eurytemora;Copepoda;Calanoida;Arthropoda;12
extra_4;eDNA;Hediste_astae;Hediste;Polychaeta;Phyllodocida;Annelida;153
extra_4;eDNA;Hydra_oligactis;Hydra;Hydrozoa;Anthoathecata;Cnidaria;7
extra_4;bulk;Keratella;Keratella;Monogononta;Ploima;Rotifera;1921
extra_4;bulk;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;76256
extra_4;eDNA;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;15211
extra_4;bulk;Lecane_bulla;Lecane;Monogononta;Ploima;Rotifera;2
extra_4;eDNA;Polyarthra_sp;Polyarthra_hn;Monogononta;Ploima;Rotifera;7
extra_4;eDNA;Tachidius_discipes;Tachidius;Copepoda;Harpacticoida;Arthropoda;165
extra_4;bulk;Tenellia_adspersa;Tenellia;Gastropoda;Nudibranchia;Mollusca;235
extra_4;eDNA;Tenellia_adspersa;Tenellia;Gastropoda;Nudibranchia;Mollusca;4
pojo_1;bulk;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;91
pojo_1;eDNA;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;22
pojo_1;bulk;Arthropoda_sp;Unknown;Unknown;Unknown;Arthropoda;31
pojo_1;eDNA;Arthropoda_sp;Unknown;Unknown;Unknown;Arthropoda;330
pojo_1;bulk;Asplanchna_spp;Asplanchna;Monogononta;Ploima;Rotifera;33
pojo_1;eDNA;Cordylophora_caspia;Cordylophora;Hydrozoa;Anthoathecata;Cnidaria;37
pojo_1;eDNA;Daphnia_spp;Daphnia;Branchiopoda;Anomopoda;Arthropoda;25
pojo_1;bulk;Diaphanosoma_brachyurum;Diaphanosoma;Branchiopoda;Ctenopoda;Arthropoda;23
pojo_1;eDNA;Diaphanosoma_brachyurum;Diaphanosoma;Branchiopoda;Ctenopoda;Arthropoda;168
pojo_1;eDNA;Ephydatia_muelleri;Ephydatia;Demospongiae;Spongillida;Porifera;114
pojo_1;bulk;Eurytemora_affinis;Eurytemora;Copepoda;Calanoida;Arthropoda;1668
pojo_1;bulk;Eurytemora_velox;Eurytemora;Copepoda;Calanoida;Arthropoda;987
pojo_1;eDNA;Eurytemora_velox;Eurytemora;Copepoda;Calanoida;Arthropoda;328
pojo_1;eDNA;Hydra_oligactis;Hydra;Hydrozoa;Anthoathecata;Cnidaria;215
pojo_1;bulk;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;139204
pojo_1;eDNA;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;571776
pojo_1;bulk;Megacyclops_viridis;Megacyclops;Copepoda;Cyclopoida;Arthropoda;47
pojo_1;eDNA;Megacyclops_viridis;Megacyclops;Copepoda;Cyclopoida;Arthropoda;146
pojo_1;bulk;Mesocyclops_leuckarti;Mesocyclops;Copepoda;Cyclopoida;Arthropoda;431
pojo_1;eDNA;Mesocyclops_leuckarti;Mesocyclops;Copepoda;Cyclopoida;Arthropoda;290
pojo_1;bulk;Polyarthra_dolichoptera;Polyarthra_hn;Monogononta;Ploima;Rotifera;5872
pojo_1;eDNA;Polyarthra_dolichoptera;Polyarthra_hn;Monogononta;Ploima;Rotifera;12075
pojo_1;bulk;Thermocyclops_oithonoides;Thermocyclops;Copepoda;Cyclopoida;Arthropoda;14308
pojo_1;eDNA;Thermocyclops_oithonoides;Thermocyclops;Copepoda;Cyclopoida;Arthropoda;6782
pojo_2;bulk;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;2254
pojo_2;eDNA;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;9901
pojo_2;eDNA;Arthropoda_sp;Unknown;Unknown;Unknown;Arthropoda;102
pojo_2;bulk;Asplanchna_spp;Asplanchna;Monogononta;Ploima;Rotifera;151
pojo_2;bulk;Diaphanosoma_brachyurum;Diaphanosoma;Branchiopoda;Ctenopoda;Arthropoda;73126
pojo_2;eDNA;Diaphanosoma_brachyurum;Diaphanosoma;Branchiopoda;Ctenopoda;Arthropoda;320878
pojo_2;bulk;Diplostraca;Unknown;Branchiopoda;Unknown;Arthropoda;24299
pojo_2;eDNA;Diplostraca;Unknown;Branchiopoda;Unknown;Arthropoda;97
pojo_2;eDNA;Ephydatia_muelleri;Ephydatia;Demospongiae;Spongillida;Porifera;18
pojo_2;bulk;Eurytemora_affinis;Eurytemora;Copepoda;Calanoida;Arthropoda;11844
pojo_2;eDNA;Eurytemora_affinis;Eurytemora;Copepoda;Calanoida;Arthropoda;3672
pojo_2;bulk;Eurytemora_velox;Eurytemora;Copepoda;Calanoida;Arthropoda;1831
pojo_2;eDNA;Eurytemora_velox;Eurytemora;Copepoda;Calanoida;Arthropoda;2460
pojo_2;bulk;Hydra_oligactis;Hydra;Hydrozoa;Anthoathecata;Cnidaria;1949
pojo_2;eDNA;Hydra_oligactis;Hydra;Hydrozoa;Anthoathecata;Cnidaria;1761
pojo_2;bulk;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;82257
pojo_2;eDNA;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;126504
pojo_2;eDNA;Marenzelleria_viridis;Marenzelleria;Polychaeta;Spionida;Annelida;8
pojo_2;bulk;Megacyclops_viridis;Megacyclops;Copepoda;Cyclopoida;Arthropoda;1930
pojo_2;eDNA;Megacyclops_viridis;Megacyclops;Copepoda;Cyclopoida;Arthropoda;178
pojo_2;bulk;Mesocyclops_leuckarti;Mesocyclops;Copepoda;Cyclopoida;Arthropoda;8072
pojo_2;eDNA;Mesocyclops_leuckarti;Mesocyclops;Copepoda;Cyclopoida;Arthropoda;144
pojo_2;bulk;Polyarthra_dolichoptera;Polyarthra_hn;Monogononta;Ploima;Rotifera;6666
pojo_2;eDNA;Polyarthra_dolichoptera;Polyarthra_hn;Monogononta;Ploima;Rotifera;7305
pojo_2;eDNA;Sida_crystallina;Sida;Branchiopoda;Ctenopoda;Arthropoda;34
pojo_2;bulk;Thermocyclops_oithonoides;Thermocyclops;Copepoda;Cyclopoida;Arthropoda;6224
pojo_2;eDNA;Thermocyclops_oithonoides;Thermocyclops;Copepoda;Cyclopoida;Arthropoda;4436
semi_1;bulk;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;19411
semi_1;eDNA;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;3568
semi_1;bulk;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;395117
semi_1;eDNA;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;715925
semi_1;eDNA;Arthropoda_sp;Unknown;Unknown;Unknown;Arthropoda;2
semi_1;eDNA;Cerastoderma_glaucum;Cerastoderma;Bivalvia;Cardiida;Mollusca;3532
semi_1;eDNA;Corymorpha_sp;Corymorpha;Hydrozoa;Anthoathecata;Cnidaria;31
semi_1;eDNA;Diplostraca;Unknown;Branchiopoda;Anomopoda;Arthropoda;11
semi_1;bulk;Diplostraca;Unknown;Branchiopoda;Unknown;Arthropoda;16909
semi_1;eDNA;Diplostraca;Unknown;Branchiopoda;Unknown;Arthropoda;1
semi_1;eDNA;Eucyclops_macrurus;Eucyclops;Copepoda;Cyclopoida;Arthropoda;3
semi_1;bulk;Eurytemora_affinis;Eurytemora;Copepoda;Calanoida;Arthropoda;22178
semi_1;eDNA;Eurytemora_affinis;Eurytemora;Copepoda;Calanoida;Arthropoda;1953
semi_1;bulk;Eurytemora_velox;Eurytemora;Copepoda;Calanoida;Arthropoda;191
semi_1;eDNA;Hediste_astae;Hediste;Polychaeta;Phyllodocida;Annelida;27
semi_1;bulk;Keratella;Keratella;Monogononta;Ploima;Rotifera;714
semi_1;bulk;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;17086
semi_1;eDNA;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;11886
semi_1;eDNA;Marenzelleria_viridis;Marenzelleria;Polychaeta;Spionida;Annelida;1
semi_1;bulk;Megacyclops_viridis;Megacyclops;Copepoda;Cyclopoida;Arthropoda;429
semi_1;bulk;Pleopis_polyphemoides;Pleopis;Branchiopoda;Onychopoda;Arthropoda;59
semi_1;eDNA;Pleopis_polyphemoides;Pleopis;Branchiopoda;Onychopoda;Arthropoda;29
semi_1;bulk;Synchaeta_spp;Synchaeta;Monogononta;Ploima;Rotifera;5190
semi_1;eDNA;Synchaeta_spp;Synchaeta;Monogononta;Ploima;Rotifera;2694
semi_1;bulk;Tenellia_adspersa;Tenellia;Gastropoda;Nudibranchia;Mollusca;500
semi_1;eDNA;Tenellia_adspersa;Tenellia;Gastropoda;Nudibranchia;Mollusca;7
semi_1;eDNA;Trichocerca_capucina;Trichocerca;Monogononta;Ploima;Rotifera;580
semi_2;bulk;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;2913
semi_2;bulk;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;606819
semi_2;eDNA;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;590910
semi_2;eDNA;Arthropoda_sp;Unknown;Unknown;Unknown;Arthropoda;13
semi_2;bulk;Cerastoderma_glaucum;Cerastoderma;Bivalvia;Cardiida;Mollusca;264
semi_2;eDNA;Cerastoderma_glaucum;Cerastoderma;Bivalvia;Cardiida;Mollusca;2219
semi_2;eDNA;Chaetogaster_diaphanus;Chaetogaster;Clitellata;Tubificida;Annelida;12
semi_2;eDNA;Diaphanosoma_brachyurum;Diaphanosoma;Branchiopoda;Ctenopoda;Arthropoda;10
semi_2;bulk;Diplostraca;Unknown;Branchiopoda;Anomopoda;Arthropoda;1
semi_2;eDNA;Diplostraca;Unknown;Branchiopoda;Anomopoda;Arthropoda;2
semi_2;bulk;Eurytemora_affinis;Eurytemora;Copepoda;Calanoida;Arthropoda;11405
semi_2;eDNA;Eurytemora_affinis;Eurytemora;Copepoda;Calanoida;Arthropoda;6640
semi_2;bulk;Eurytemora_carolleeae;Eurytemora;Copepoda;Calanoida;Arthropoda;5
semi_2;bulk;Keratella;Keratella;Monogononta;Ploima;Rotifera;259
semi_2;bulk;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;26886
semi_2;eDNA;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;58784
semi_2;eDNA;Macrocyclops_distinctus;Macrocyclops;Copepoda;Cyclopoida;Arthropoda;29
semi_2;bulk;Megacyclops_viridis;Megacyclops;Copepoda;Cyclopoida;Arthropoda;137
semi_2;eDNA;Megacyclops_viridis;Megacyclops;Copepoda;Cyclopoida;Arthropoda;41
semi_2;bulk;Pleopis_polyphemoides;Pleopis;Branchiopoda;Onychopoda;Arthropoda;14
semi_2;eDNA;Pleopis_polyphemoides;Pleopis;Branchiopoda;Onychopoda;Arthropoda;3
semi_2;bulk;Ploesoma_sp;Ploesoma;Monogononta;Ploima;Rotifera;101
semi_2;eDNA;Synchaeta_spp;Synchaeta;Monogononta;Ploima;Rotifera;17
semi_2;bulk;Temora_longicornis;Temora;Copepoda;Calanoida;Arthropoda;13
semi_2;eDNA;Trichocerca_capucina;Trichocerca;Monogononta;Ploima;Rotifera;66
semi_3;bulk;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;17356
semi_3;bulk;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;526806
semi_3;eDNA;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;542765
semi_3;eDNA;Arthropoda_sp;Unknown;Unknown;Unknown;Arthropoda;5
semi_3;bulk;Bivalvia;Unknown;Bivalvia;Unknown;Mollusca;1
semi_3;bulk;Cerastoderma_glaucum;Cerastoderma;Bivalvia;Cardiida;Mollusca;151
semi_3;eDNA;Cerastoderma_glaucum;Cerastoderma;Bivalvia;Cardiida;Mollusca;81
semi_3;eDNA;Corymorpha_sp;Corymorpha;Hydrozoa;Anthoathecata;Cnidaria;6
semi_3;bulk;Euchlanis_dilatata;Euchlanis;Monogononta;Ploima;Rotifera;1828
semi_3;eDNA;Euchlanis_dilatata;Euchlanis;Monogononta;Ploima;Rotifera;1942
semi_3;bulk;Eurytemora_affinis;Eurytemora;Copepoda;Calanoida;Arthropoda;1457
semi_3;eDNA;Eurytemora_affinis;Eurytemora;Copepoda;Calanoida;Arthropoda;7692
semi_3;eDNA;Hediste_astae;Hediste;Polychaeta;Phyllodocida;Annelida;167
semi_3;eDNA;Hydra_oligactis;Hydra;Hydrozoa;Anthoathecata;Cnidaria;7
semi_3;bulk;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;10733
semi_3;eDNA;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;24157
semi_3;eDNA;Lepadellidae_sp;Unknown;Monogononta;Ploima;Rotifera;78
semi_3;eDNA;Megacyclops_viridis;Megacyclops;Copepoda;Cyclopoida;Arthropoda;3
semi_3;bulk;Pleopis_polyphemoides;Pleopis;Branchiopoda;Onychopoda;Arthropoda;9
semi_3;eDNA;Pleopis_polyphemoides;Pleopis;Branchiopoda;Onychopoda;Arthropoda;1
semi_3;eDNA;Ploesoma_sp;Ploesoma;Monogononta;Ploima;Rotifera;38
semi_3;eDNA;Synchaeta_spp;Synchaeta;Monogononta;Ploima;Rotifera;6360
semi_3;eDNA;Tenellia_adspersa;Tenellia;Gastropoda;Nudibranchia;Mollusca;18
semi_3;bulk;Thersitina_gasterostei;Thersitina;Copepoda;Cyclopoida;Arthropoda;10
semi_3;eDNA;Trichocerca_capucina;Trichocerca;Monogononta;Ploima;Rotifera;188
semi_4;bulk;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;1248
semi_4;eDNA;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;8830
semi_4;bulk;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;626091
semi_4;eDNA;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;489848
semi_4;bulk;Arthropoda_sp;Unknown;Unknown;Unknown;Arthropoda;7
semi_4;bulk;Asplanchna_spp;Asplanchna;Monogononta;Ploima;Rotifera;8
semi_4;bulk;Cerastoderma_glaucum;Cerastoderma;Bivalvia;Cardiida;Mollusca;112
semi_4;eDNA;Cerastoderma_glaucum;Cerastoderma;Bivalvia;Cardiida;Mollusca;1
semi_4;eDNA;Chaetogaster_diaphanus;Chaetogaster;Clitellata;Tubificida;Annelida;1
semi_4;bulk;Cyclopidae;Unknown;Copepoda;Cyclopoida;Arthropoda;2
semi_4;bulk;Diplostraca;Unknown;Branchiopoda;Unknown;Arthropoda;23426
semi_4;bulk;Euchlanis_dilatata;Euchlanis;Monogononta;Ploima;Rotifera;1098
semi_4;bulk;Eucyclops_macruroides;Eucyclops;Copepoda;Cyclopoida;Arthropoda;3
semi_4;bulk;Eucyclops_macrurus;Eucyclops;Copepoda;Cyclopoida;Arthropoda;2
semi_4;bulk;Eurytemora_affinis;Eurytemora;Copepoda;Calanoida;Arthropoda;195
semi_4;eDNA;Eurytemora_affinis;Eurytemora;Copepoda;Calanoida;Arthropoda;17
semi_4;bulk;Eurytemora_carolleeae;Eurytemora;Copepoda;Calanoida;Arthropoda;261
semi_4;bulk;Eurytemora_velox;Eurytemora;Copepoda;Calanoida;Arthropoda;57
semi_4;eDNA;Hydra_oligactis;Hydra;Hydrozoa;Anthoathecata;Cnidaria;14
semi_4;bulk;Keratella;Keratella;Monogononta;Ploima;Rotifera;18
semi_4;bulk;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;851
semi_4;eDNA;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;4848
semi_4;eDNA;Macrocyclops_distinctus;Macrocyclops;Copepoda;Cyclopoida;Arthropoda;6
semi_4;eDNA;Marenzelleria_viridis;Marenzelleria;Polychaeta;Spionida;Annelida;3
semi_4;bulk;Megacyclops_viridis;Megacyclops;Copepoda;Cyclopoida;Arthropoda;499
semi_4;bulk;Mesocyclops_leuckarti;Mesocyclops;Copepoda;Cyclopoida;Arthropoda;30
semi_4;bulk;Mytilopsis_leucophaeata;Mytilopsis;Bivalvia;Myida;Mollusca;4
semi_4;bulk;Ploesoma_sp;Ploesoma;Monogononta;Ploima;Rotifera;777
semi_4;eDNA;Polyarthra_sp;Polyarthra_hn;Monogononta;Ploima;Rotifera;4
semi_4;eDNA;Stylaria_lacustris;Stylaria;Clitellata;Tubificida;Annelida;2
semi_4;bulk;Synchaeta_spp;Synchaeta;Monogononta;Ploima;Rotifera;66
semi_4;bulk;Tenellia_adspersa;Tenellia;Gastropoda;Nudibranchia;Mollusca;62
semi_4;eDNA;Tenellia_adspersa;Tenellia;Gastropoda;Nudibranchia;Mollusca;731
semi_5;bulk;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;3199
semi_5;eDNA;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;90
semi_5;bulk;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;705652
semi_5;eDNA;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;142441
semi_5;eDNA;Arthropoda_sp;Unknown;Unknown;Unknown;Arthropoda;4
semi_5;eDNA;Diaphanosoma_brachyurum;Diaphanosoma;Branchiopoda;Ctenopoda;Arthropoda;10
semi_5;eDNA;Diplostraca;Unknown;Branchiopoda;Anomopoda;Arthropoda;1
semi_5;eDNA;Hydra_oligactis;Hydra;Hydrozoa;Anthoathecata;Cnidaria;17
semi_5;eDNA;Hydra_sp;Hydra;Hydrozoa;Anthoathecata;Cnidaria;3
semi_5;bulk;Keratella;Keratella;Monogononta;Ploima;Rotifera;38
semi_5;bulk;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;5684
semi_5;eDNA;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;1828
semi_5;eDNA;Macrocyclops_distinctus;Macrocyclops;Copepoda;Cyclopoida;Arthropoda;4
semi_5;bulk;Pleopis_polyphemoides;Pleopis;Branchiopoda;Onychopoda;Arthropoda;42
semi_5;eDNA;Sida_crystallina;Sida;Branchiopoda;Ctenopoda;Arthropoda;3
semi_5;bulk;Synchaeta_spp;Synchaeta;Monogononta;Ploima;Rotifera;15
semi_5;bulk;Tenellia_adspersa;Tenellia;Gastropoda;Nudibranchia;Mollusca;572
shel_1;bulk;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;1808
shel_1;eDNA;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;15547
shel_1;bulk;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;398319
shel_1;eDNA;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;565662
shel_1;eDNA;Arthropoda_sp;Unknown;Unknown;Unknown;Arthropoda;59
shel_1;bulk;Cerastoderma_glaucum;Cerastoderma;Bivalvia;Cardiida;Mollusca;8
shel_1;eDNA;Corymorpha_sp;Corymorpha;Hydrozoa;Anthoathecata;Cnidaria;2
shel_1;bulk;Diaphanosoma_brachyurum;Diaphanosoma;Branchiopoda;Ctenopoda;Arthropoda;1
shel_1;eDNA;Diaphanosoma_brachyurum;Diaphanosoma;Branchiopoda;Ctenopoda;Arthropoda;2220
shel_1;bulk;Diplostraca;Unknown;Branchiopoda;Unknown;Arthropoda;47
shel_1;eDNA;Diplostraca;Unknown;Branchiopoda;Unknown;Arthropoda;19046
shel_1;bulk;Euchlanis_dilatata;Euchlanis;Monogononta;Ploima;Rotifera;5
shel_1;eDNA;Eucyclops_macruroides;Eucyclops;Copepoda;Cyclopoida;Arthropoda;2
shel_1;bulk;Eurytemora_affinis;Eurytemora;Copepoda;Calanoida;Arthropoda;319
shel_1;eDNA;Eurytemora_affinis;Eurytemora;Copepoda;Calanoida;Arthropoda;1141
shel_1;eDNA;Hydra_oligactis;Hydra;Hydrozoa;Anthoathecata;Cnidaria;546
shel_1;bulk;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;393
shel_1;eDNA;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;3484
shel_1;bulk;Megacyclops_viridis;Megacyclops;Copepoda;Cyclopoida;Arthropoda;2
shel_1;eDNA;Megacyclops_viridis;Megacyclops;Copepoda;Cyclopoida;Arthropoda;528
shel_1;eDNA;Mesocyclops_leuckarti;Mesocyclops;Copepoda;Cyclopoida;Arthropoda;65
shel_1;eDNA;Mytilopsis_leucophaeata;Mytilopsis;Bivalvia;Myida;Mollusca;61
shel_1;bulk;Pleopis_polyphemoides;Pleopis;Branchiopoda;Onychopoda;Arthropoda;1
shel_1;eDNA;Sida_crystallina;Sida;Branchiopoda;Ctenopoda;Arthropoda;51
shel_1;eDNA;Synchaeta_spp;Synchaeta;Monogononta;Ploima;Rotifera;5
shel_2;bulk;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;8783
shel_2;eDNA;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;1
shel_2;bulk;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;599297
shel_2;eDNA;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;742159
shel_2;bulk;Arthropoda_sp;Unknown;Unknown;Unknown;Arthropoda;107
shel_2;eDNA;Arthropoda_sp;Unknown;Unknown;Unknown;Arthropoda;80
shel_2;eDNA;Brachionidae_sp;Unknown;Monogononta;Ploima;Rotifera;3
shel_2;eDNA;Cerastoderma_glaucum;Cerastoderma;Bivalvia;Cardiida;Mollusca;465
shel_2;eDNA;Corymorpha_sp;Corymorpha;Hydrozoa;Anthoathecata;Cnidaria;6
shel_2;eDNA;Diaphanosoma_brachyurum;Diaphanosoma;Branchiopoda;Ctenopoda;Arthropoda;2
shel_2;eDNA;Diplostraca;Unknown;Branchiopoda;Unknown;Arthropoda;11496
shel_2;eDNA;Euchlanis_dilatata;Euchlanis;Monogononta;Ploima;Rotifera;898
shel_2;eDNA;Eucyclops_macrurus;Eucyclops;Copepoda;Cyclopoida;Arthropoda;16
shel_2;bulk;Eurytemora_affinis;Eurytemora;Copepoda;Calanoida;Arthropoda;290
shel_2;eDNA;Eurytemora_affinis;Eurytemora;Copepoda;Calanoida;Arthropoda;5452
shel_2;eDNA;Eurytemora_carolleeae;Eurytemora;Copepoda;Calanoida;Arthropoda;86
shel_2;eDNA;Hediste_astae;Hediste;Polychaeta;Phyllodocida;Annelida;7
shel_2;eDNA;Hydra_oligactis;Hydra;Hydrozoa;Anthoathecata;Cnidaria;543
shel_2;bulk;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;8982
shel_2;eDNA;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;1879
