asv_id	sample	nreads
7e251c4727d36a7fa24a83695f173649	MB21	131
7e251c4727d36a7fa24a83695f173649	MB23	6
7e251c4727d36a7fa24a83695f173649	EDNA70	172
7e251c4727d36a7fa24a83695f173649	EDNA71	704
7e251c4727d36a7fa24a83695f173649	MB17	3808
7e251c4727d36a7fa24a83695f173649	MB18	1664
7e251c4727d36a7fa24a83695f173649	EDNA82	16
7e251c4727d36a7fa24a83695f173649	EDNA73	515
7e251c4727d36a7fa24a83695f173649	MB19	1145
7e251c4727d36a7fa24a83695f173649	EDNA83	30
7e251c4727d36a7fa24a83695f173649	EDNA74	682
7e251c4727d36a7fa24a83695f173649	EDNA84	61
7e251c4727d36a7fa24a83695f173649	EDNA75	550
7e251c4727d36a7fa24a83695f173649	EDNA85	6
7e251c4727d36a7fa24a83695f173649	EDNA67	679
7e251c4727d36a7fa24a83695f173649	EDNA86	17
7e251c4727d36a7fa24a83695f173649	EDNA68	596
27707afe2b77b33f25e0c78922254a3a	MB8	1321
27707afe2b77b33f25e0c78922254a3a	MB10	20
27707afe2b77b33f25e0c78922254a3a	EDNA11	64
27707afe2b77b33f25e0c78922254a3a	MB9	116
27707afe2b77b33f25e0c78922254a3a	MB12	61
27707afe2b77b33f25e0c78922254a3a	EDNA98	12
27707afe2b77b33f25e0c78922254a3a	EDNA22	64
27707afe2b77b33f25e0c78922254a3a	MB22	2
27707afe2b77b33f25e0c78922254a3a	EDNA14	367
27707afe2b77b33f25e0c78922254a3a	EDNA15	4
27707afe2b77b33f25e0c78922254a3a	EDNA16	1
27707afe2b77b33f25e0c78922254a3a	MB1	1037
27707afe2b77b33f25e0c78922254a3a	EDNA17	9
27707afe2b77b33f25e0c78922254a3a	MB2	179
27707afe2b77b33f25e0c78922254a3a	EDNA18	2
27707afe2b77b33f25e0c78922254a3a	MB3	206
27707afe2b77b33f25e0c78922254a3a	MB18	888
27707afe2b77b33f25e0c78922254a3a	MB4	3167
27707afe2b77b33f25e0c78922254a3a	MB19	151
27707afe2b77b33f25e0c78922254a3a	MB5	1713
27707afe2b77b33f25e0c78922254a3a	MB6	46
27707afe2b77b33f25e0c78922254a3a	MB7	1466
c14ad1e1192f156db8e57e346fa72cbf	EDNA14	5
c14ad1e1192f156db8e57e346fa72cbf	CTRL2	2
c14ad1e1192f156db8e57e346fa72cbf	EDNA33	2
c14ad1e1192f156db8e57e346fa72cbf	EDNA61	4
c14ad1e1192f156db8e57e346fa72cbf	MB1	8593
c14ad1e1192f156db8e57e346fa72cbf	EDNA3	741
c14ad1e1192f156db8e57e346fa72cbf	EDNA35	29
c14ad1e1192f156db8e57e346fa72cbf	MB2	2
c14ad1e1192f156db8e57e346fa72cbf	EDNA54	6
c14ad1e1192f156db8e57e346fa72cbf	EDNA18	1091
c14ad1e1192f156db8e57e346fa72cbf	EDNA74	1
22cdd5c178187edf1f9accbaf15b5bb8	EDNA98	4
22cdd5c178187edf1f9accbaf15b5bb8	EDNA13	548
22cdd5c178187edf1f9accbaf15b5bb8	EDNA32	1
22cdd5c178187edf1f9accbaf15b5bb8	EDNA16	6
22cdd5c178187edf1f9accbaf15b5bb8	MB25	235
22cdd5c178187edf1f9accbaf15b5bb8	MB16	572
22cdd5c178187edf1f9accbaf15b5bb8	EDNA81	35
22cdd5c178187edf1f9accbaf15b5bb8	EDNA18	2
22cdd5c178187edf1f9accbaf15b5bb8	EDNA48	9028
88f18922fa33897c2104d26627f432cb	EDNA46	1
88f18922fa33897c2104d26627f432cb	EDNA1	421
88f18922fa33897c2104d26627f432cb	EDNA2	306
88f18922fa33897c2104d26627f432cb	EDNA48	1
88f18922fa33897c2104d26627f432cb	EDNA3	432
88f18922fa33897c2104d26627f432cb	EDNA7	243
88f18922fa33897c2104d26627f432cb	EDNA8	159
88f18922fa33897c2104d26627f432cb	EDNA9	179
88f18922fa33897c2104d26627f432cb	EDNA80	12
88f18922fa33897c2104d26627f432cb	EDNA81	14
88f18922fa33897c2104d26627f432cb	EDNA69	5
88f18922fa33897c2104d26627f432cb	EDNA85	28
88f18922fa33897c2104d26627f432cb	EDNA86	23
88f18922fa33897c2104d26627f432cb	EDNA87	8
88f18922fa33897c2104d26627f432cb	CTRL2	1
88f18922fa33897c2104d26627f432cb	EDNA10	92
88f18922fa33897c2104d26627f432cb	EDNA11	159
88f18922fa33897c2104d26627f432cb	EDNA12	119
88f18922fa33897c2104d26627f432cb	EDNA13	45
88f18922fa33897c2104d26627f432cb	EDNA14	144
88f18922fa33897c2104d26627f432cb	EDNA15	37
88f18922fa33897c2104d26627f432cb	EDNA16	101
88f18922fa33897c2104d26627f432cb	EDNA17	137
88f18922fa33897c2104d26627f432cb	EDNA18	212
88f18922fa33897c2104d26627f432cb	EDNA31	45
88f18922fa33897c2104d26627f432cb	EDNA32	6
88f18922fa33897c2104d26627f432cb	EDNA33	6
88f18922fa33897c2104d26627f432cb	EDNA34	5
88f18922fa33897c2104d26627f432cb	EDNA35	7
88f18922fa33897c2104d26627f432cb	EDNA36	21
88f18922fa33897c2104d26627f432cb	EDNA53	1
88f18922fa33897c2104d26627f432cb	EDNA54	6
88f18922fa33897c2104d26627f432cb	EDNA55	2
88f18922fa33897c2104d26627f432cb	EDNA57	3
88f18922fa33897c2104d26627f432cb	EDNA70	17
88f18922fa33897c2104d26627f432cb	EDNA71	6
88f18922fa33897c2104d26627f432cb	EDNA73	69
88f18922fa33897c2104d26627f432cb	EDNA74	131
88f18922fa33897c2104d26627f432cb	EDNA75	194
88f18922fa33897c2104d26627f432cb	EDNA91	27
88f18922fa33897c2104d26627f432cb	EDNA92	19
88f18922fa33897c2104d26627f432cb	EDNA79	10
88f18922fa33897c2104d26627f432cb	EDNA93	77
88f18922fa33897c2104d26627f432cb	EDNA94	3
88f18922fa33897c2104d26627f432cb	EDNA95	33
88f18922fa33897c2104d26627f432cb	EDNA96	20
88f18922fa33897c2104d26627f432cb	EDNA97	21
88f18922fa33897c2104d26627f432cb	EDNA98	2
88f18922fa33897c2104d26627f432cb	EDNA99	3
88f18922fa33897c2104d26627f432cb	EDNA22	656
88f18922fa33897c2104d26627f432cb	EDNA23	1395
88f18922fa33897c2104d26627f432cb	EDNA24	1417
88f18922fa33897c2104d26627f432cb	EDNA25	1747
88f18922fa33897c2104d26627f432cb	EDNA26	545
88f18922fa33897c2104d26627f432cb	EDNA27	997
88f18922fa33897c2104d26627f432cb	EDNA40	21
88f18922fa33897c2104d26627f432cb	EDNA28	1
88f18922fa33897c2104d26627f432cb	EDNA41	10
88f18922fa33897c2104d26627f432cb	EDNA42	1
88f18922fa33897c2104d26627f432cb	EDNA43	13
35a4c0c2626b1a239e1ccd8b14f2014d	MB23	2490
35a4c0c2626b1a239e1ccd8b14f2014d	EDNA92	7454
4c83289e34a4daa63be248f162bb0401	EDNA96	2
4c83289e34a4daa63be248f162bb0401	EDNA87	61
4c83289e34a4daa63be248f162bb0401	EDNA69	27
4c83289e34a4daa63be248f162bb0401	EDNA79	168
4c83289e34a4daa63be248f162bb0401	EDNA98	4
4c83289e34a4daa63be248f162bb0401	EDNA70	13
4c83289e34a4daa63be248f162bb0401	EDNA80	235
4c83289e34a4daa63be248f162bb0401	EDNA71	80
4c83289e34a4daa63be248f162bb0401	EDNA81	226
4c83289e34a4daa63be248f162bb0401	EDNA91	26
4c83289e34a4daa63be248f162bb0401	EDNA82	2242
4c83289e34a4daa63be248f162bb0401	EDNA73	553
4c83289e34a4daa63be248f162bb0401	EDNA92	36
4c83289e34a4daa63be248f162bb0401	EDNA83	2492
4c83289e34a4daa63be248f162bb0401	EDNA74	227
4c83289e34a4daa63be248f162bb0401	EDNA93	36
4c83289e34a4daa63be248f162bb0401	EDNA84	2728
4c83289e34a4daa63be248f162bb0401	EDNA75	212
4c83289e34a4daa63be248f162bb0401	EDNA85	144
4c83289e34a4daa63be248f162bb0401	EDNA67	3
4c83289e34a4daa63be248f162bb0401	EDNA95	25
4c83289e34a4daa63be248f162bb0401	EDNA86	130
4c83289e34a4daa63be248f162bb0401	EDNA68	21
5877dec1ee537633a21cbaa3eeb22550	EDNA46	123
5877dec1ee537633a21cbaa3eeb22550	EDNA1	558
5877dec1ee537633a21cbaa3eeb22550	EDNA47	184
5877dec1ee537633a21cbaa3eeb22550	EDNA2	145
5877dec1ee537633a21cbaa3eeb22550	EDNA60	9
5877dec1ee537633a21cbaa3eeb22550	EDNA48	121
5877dec1ee537633a21cbaa3eeb22550	EDNA3	183
5877dec1ee537633a21cbaa3eeb22550	EDNA61	5
5877dec1ee537633a21cbaa3eeb22550	EDNA62	4
5877dec1ee537633a21cbaa3eeb22550	EDNA63	1
5877dec1ee537633a21cbaa3eeb22550	EDNA8	7
5877dec1ee537633a21cbaa3eeb22550	EDNA67	42
5877dec1ee537633a21cbaa3eeb22550	EDNA69	64
5877dec1ee537633a21cbaa3eeb22550	EDNA84	18
5877dec1ee537633a21cbaa3eeb22550	EDNA85	43
5877dec1ee537633a21cbaa3eeb22550	EDNA86	1
5877dec1ee537633a21cbaa3eeb22550	EDNA87	4
5877dec1ee537633a21cbaa3eeb22550	MB1	36
5877dec1ee537633a21cbaa3eeb22550	MB18	1774
5877dec1ee537633a21cbaa3eeb22550	MB19	37
5877dec1ee537633a21cbaa3eeb22550	EDNA17	7
5877dec1ee537633a21cbaa3eeb22550	EDNA18	17
5877dec1ee537633a21cbaa3eeb22550	EDNA31	20
5877dec1ee537633a21cbaa3eeb22550	EDNA32	12
5877dec1ee537633a21cbaa3eeb22550	EDNA33	61
5877dec1ee537633a21cbaa3eeb22550	EDNA52	4
5877dec1ee537633a21cbaa3eeb22550	EDNA56	19
5877dec1ee537633a21cbaa3eeb22550	EDNA57	3
5877dec1ee537633a21cbaa3eeb22550	EDNA70	318
5877dec1ee537633a21cbaa3eeb22550	EDNA58	15
5877dec1ee537633a21cbaa3eeb22550	EDNA71	897
5877dec1ee537633a21cbaa3eeb22550	EDNA59	5
5877dec1ee537633a21cbaa3eeb22550	EDNA73	1622
5877dec1ee537633a21cbaa3eeb22550	EDNA74	735
5877dec1ee537633a21cbaa3eeb22550	EDNA75	1115
5877dec1ee537633a21cbaa3eeb22550	EDNA91	81
5877dec1ee537633a21cbaa3eeb22550	EDNA92	70
5877dec1ee537633a21cbaa3eeb22550	EDNA79	3
5877dec1ee537633a21cbaa3eeb22550	EDNA93	25
5877dec1ee537633a21cbaa3eeb22550	EDNA94	4
5877dec1ee537633a21cbaa3eeb22550	EDNA95	10
5877dec1ee537633a21cbaa3eeb22550	EDNA96	42
5877dec1ee537633a21cbaa3eeb22550	EDNA24	2
5877dec1ee537633a21cbaa3eeb22550	EDNA40	108
5877dec1ee537633a21cbaa3eeb22550	EDNA41	101
5877dec1ee537633a21cbaa3eeb22550	EDNA42	318
5877dec1ee537633a21cbaa3eeb22550	EDNA43	204
5877dec1ee537633a21cbaa3eeb22550	EDNA44	292
5877dec1ee537633a21cbaa3eeb22550	EDNA45	47
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA46	318
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA47	312
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA60	17
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA48	248
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA61	5
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA62	2
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA63	6
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA86	2
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA87	3
9c5f1615c6c1800c3ee0fab7b5c6d540	MB12	1
9c5f1615c6c1800c3ee0fab7b5c6d540	MB13	4
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA13	1
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA14	4
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA15	6
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA34	106
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA35	80
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA36	116
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA52	84
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA53	78
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA54	110
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA55	62
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA56	35
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA57	80
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA58	17
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA59	13
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA91	8
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA92	9
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA93	26
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA94	1
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA95	13
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA96	10
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA97	3
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA98	3
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA24	5
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA26	4
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA27	1
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA40	1959
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA41	1483
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA42	1789
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA43	860
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA44	512
9c5f1615c6c1800c3ee0fab7b5c6d540	EDNA45	553
3605ffbee9543af5d6c1db96549bf7ec	EDNA87	2
3605ffbee9543af5d6c1db96549bf7ec	MB20	85
3605ffbee9543af5d6c1db96549bf7ec	MB13	53
3605ffbee9543af5d6c1db96549bf7ec	EDNA23	3624
3605ffbee9543af5d6c1db96549bf7ec	MB23	63
3605ffbee9543af5d6c1db96549bf7ec	EDNA24	1780
3605ffbee9543af5d6c1db96549bf7ec	EDNA81	12
3605ffbee9543af5d6c1db96549bf7ec	EDNA91	192
3605ffbee9543af5d6c1db96549bf7ec	EDNA47	150
3605ffbee9543af5d6c1db96549bf7ec	MB7	2844
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA46	272
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA47	371
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA60	19
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA48	253
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA61	9
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA62	4
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA63	4
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA81	1
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA87	2
232ca64e6ab2e9951b82e7430a3a7fd4	MB12	4
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA13	3
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA14	6
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA15	6
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA34	119
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA35	93
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA36	65
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA52	98
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA53	88
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA54	90
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA55	46
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA56	28
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA57	79
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA58	20
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA59	16
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA91	2
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA92	5
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA93	7
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA94	3
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA95	6
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA96	4
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA97	9
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA98	9
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA99	3
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA24	1
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA26	2
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA27	14
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA40	1754
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA41	1623
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA42	1758
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA43	680
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA44	444
232ca64e6ab2e9951b82e7430a3a7fd4	EDNA45	533
a92719b19c6da0daf979c6982a1b4b7e	EDNA46	47
a92719b19c6da0daf979c6982a1b4b7e	EDNA1	29
a92719b19c6da0daf979c6982a1b4b7e	EDNA60	54
a92719b19c6da0daf979c6982a1b4b7e	EDNA47	99
a92719b19c6da0daf979c6982a1b4b7e	EDNA2	21
a92719b19c6da0daf979c6982a1b4b7e	EDNA61	166
a92719b19c6da0daf979c6982a1b4b7e	EDNA48	53
a92719b19c6da0daf979c6982a1b4b7e	EDNA3	64
a92719b19c6da0daf979c6982a1b4b7e	EDNA62	138
a92719b19c6da0daf979c6982a1b4b7e	EDNA63	132
a92719b19c6da0daf979c6982a1b4b7e	EDNA7	18
a92719b19c6da0daf979c6982a1b4b7e	EDNA8	17
a92719b19c6da0daf979c6982a1b4b7e	EDNA9	6
a92719b19c6da0daf979c6982a1b4b7e	EDNA80	338
a92719b19c6da0daf979c6982a1b4b7e	EDNA81	454
a92719b19c6da0daf979c6982a1b4b7e	EDNA82	37
a92719b19c6da0daf979c6982a1b4b7e	EDNA83	84
a92719b19c6da0daf979c6982a1b4b7e	EDNA84	78
a92719b19c6da0daf979c6982a1b4b7e	EDNA85	120
a92719b19c6da0daf979c6982a1b4b7e	EDNA86	136
a92719b19c6da0daf979c6982a1b4b7e	EDNA87	67
a92719b19c6da0daf979c6982a1b4b7e	EDNA10	2
a92719b19c6da0daf979c6982a1b4b7e	EDNA11	8
a92719b19c6da0daf979c6982a1b4b7e	EDNA12	1
a92719b19c6da0daf979c6982a1b4b7e	EDNA13	9
a92719b19c6da0daf979c6982a1b4b7e	EDNA14	23
a92719b19c6da0daf979c6982a1b4b7e	EDNA15	12
a92719b19c6da0daf979c6982a1b4b7e	EDNA16	6
a92719b19c6da0daf979c6982a1b4b7e	EDNA17	6
a92719b19c6da0daf979c6982a1b4b7e	EDNA18	3
a92719b19c6da0daf979c6982a1b4b7e	EDNA31	10
a92719b19c6da0daf979c6982a1b4b7e	EDNA32	14
a92719b19c6da0daf979c6982a1b4b7e	EDNA33	5
a92719b19c6da0daf979c6982a1b4b7e	EDNA34	960
a92719b19c6da0daf979c6982a1b4b7e	EDNA35	464
a92719b19c6da0daf979c6982a1b4b7e	EDNA36	658
a92719b19c6da0daf979c6982a1b4b7e	EDNA52	55
a92719b19c6da0daf979c6982a1b4b7e	EDNA53	56
a92719b19c6da0daf979c6982a1b4b7e	EDNA54	55
a92719b19c6da0daf979c6982a1b4b7e	EDNA55	82
a92719b19c6da0daf979c6982a1b4b7e	EDNA56	64
a92719b19c6da0daf979c6982a1b4b7e	EDNA57	82
a92719b19c6da0daf979c6982a1b4b7e	EDNA71	7
a92719b19c6da0daf979c6982a1b4b7e	EDNA58	63
a92719b19c6da0daf979c6982a1b4b7e	EDNA59	71
a92719b19c6da0daf979c6982a1b4b7e	EDNA73	54
a92719b19c6da0daf979c6982a1b4b7e	EDNA74	99
a92719b19c6da0daf979c6982a1b4b7e	EDNA75	53
a92719b19c6da0daf979c6982a1b4b7e	EDNA91	120
a92719b19c6da0daf979c6982a1b4b7e	EDNA92	125
a92719b19c6da0daf979c6982a1b4b7e	EDNA79	140
a92719b19c6da0daf979c6982a1b4b7e	EDNA93	157
a92719b19c6da0daf979c6982a1b4b7e	EDNA94	40
a92719b19c6da0daf979c6982a1b4b7e	EDNA95	46
a92719b19c6da0daf979c6982a1b4b7e	EDNA96	48
a92719b19c6da0daf979c6982a1b4b7e	EDNA97	17
a92719b19c6da0daf979c6982a1b4b7e	EDNA98	20
a92719b19c6da0daf979c6982a1b4b7e	EDNA99	6
a92719b19c6da0daf979c6982a1b4b7e	EDNA22	8
a92719b19c6da0daf979c6982a1b4b7e	EDNA23	45
a92719b19c6da0daf979c6982a1b4b7e	EDNA24	39
a92719b19c6da0daf979c6982a1b4b7e	EDNA25	8
a92719b19c6da0daf979c6982a1b4b7e	EDNA26	1
a92719b19c6da0daf979c6982a1b4b7e	EDNA27	4
a92719b19c6da0daf979c6982a1b4b7e	EDNA40	448
a92719b19c6da0daf979c6982a1b4b7e	EDNA41	244
a92719b19c6da0daf979c6982a1b4b7e	EDNA42	378
a92719b19c6da0daf979c6982a1b4b7e	EDNA43	630
a92719b19c6da0daf979c6982a1b4b7e	EDNA44	377
a92719b19c6da0daf979c6982a1b4b7e	EDNA45	394
aba983472004ea825e4b14591dcc4d49	EDNA46	154
aba983472004ea825e4b14591dcc4d49	EDNA1	80
aba983472004ea825e4b14591dcc4d49	EDNA60	47
aba983472004ea825e4b14591dcc4d49	EDNA47	188
aba983472004ea825e4b14591dcc4d49	EDNA2	107
aba983472004ea825e4b14591dcc4d49	EDNA61	24
aba983472004ea825e4b14591dcc4d49	EDNA48	112
aba983472004ea825e4b14591dcc4d49	EDNA3	67
aba983472004ea825e4b14591dcc4d49	EDNA62	27
aba983472004ea825e4b14591dcc4d49	EDNA63	23
aba983472004ea825e4b14591dcc4d49	EDNA7	20
aba983472004ea825e4b14591dcc4d49	EDNA8	21
aba983472004ea825e4b14591dcc4d49	EDNA9	8
aba983472004ea825e4b14591dcc4d49	EDNA80	107
aba983472004ea825e4b14591dcc4d49	EDNA67	5
aba983472004ea825e4b14591dcc4d49	EDNA81	68
aba983472004ea825e4b14591dcc4d49	EDNA68	20
aba983472004ea825e4b14591dcc4d49	EDNA82	48
aba983472004ea825e4b14591dcc4d49	EDNA69	4
aba983472004ea825e4b14591dcc4d49	EDNA83	131
aba983472004ea825e4b14591dcc4d49	EDNA84	66
aba983472004ea825e4b14591dcc4d49	EDNA85	47
aba983472004ea825e4b14591dcc4d49	EDNA86	119
aba983472004ea825e4b14591dcc4d49	EDNA87	32
aba983472004ea825e4b14591dcc4d49	EDNA10	27
aba983472004ea825e4b14591dcc4d49	EDNA11	52
aba983472004ea825e4b14591dcc4d49	EDNA12	22
aba983472004ea825e4b14591dcc4d49	EDNA13	38
aba983472004ea825e4b14591dcc4d49	EDNA14	104
aba983472004ea825e4b14591dcc4d49	EDNA15	21
aba983472004ea825e4b14591dcc4d49	EDNA16	43
aba983472004ea825e4b14591dcc4d49	EDNA17	31
aba983472004ea825e4b14591dcc4d49	EDNA18	39
aba983472004ea825e4b14591dcc4d49	EDNA31	1250
aba983472004ea825e4b14591dcc4d49	EDNA32	516
aba983472004ea825e4b14591dcc4d49	EDNA33	348
aba983472004ea825e4b14591dcc4d49	EDNA34	546
aba983472004ea825e4b14591dcc4d49	EDNA35	348
aba983472004ea825e4b14591dcc4d49	EDNA36	548
aba983472004ea825e4b14591dcc4d49	EDNA52	35
aba983472004ea825e4b14591dcc4d49	EDNA53	37
aba983472004ea825e4b14591dcc4d49	EDNA54	49
aba983472004ea825e4b14591dcc4d49	EDNA55	49
aba983472004ea825e4b14591dcc4d49	EDNA56	49
aba983472004ea825e4b14591dcc4d49	EDNA70	33
aba983472004ea825e4b14591dcc4d49	EDNA57	80
aba983472004ea825e4b14591dcc4d49	EDNA71	82
aba983472004ea825e4b14591dcc4d49	EDNA58	14
aba983472004ea825e4b14591dcc4d49	EDNA59	43
aba983472004ea825e4b14591dcc4d49	EDNA73	271
aba983472004ea825e4b14591dcc4d49	EDNA74	132
aba983472004ea825e4b14591dcc4d49	EDNA75	379
aba983472004ea825e4b14591dcc4d49	EDNA91	62
aba983472004ea825e4b14591dcc4d49	EDNA92	117
aba983472004ea825e4b14591dcc4d49	EDNA79	24
aba983472004ea825e4b14591dcc4d49	EDNA93	74
aba983472004ea825e4b14591dcc4d49	EDNA94	44
aba983472004ea825e4b14591dcc4d49	EDNA95	86
aba983472004ea825e4b14591dcc4d49	EDNA96	68
aba983472004ea825e4b14591dcc4d49	EDNA97	59
aba983472004ea825e4b14591dcc4d49	EDNA98	44
aba983472004ea825e4b14591dcc4d49	EDNA99	46
aba983472004ea825e4b14591dcc4d49	EDNA22	36
aba983472004ea825e4b14591dcc4d49	EDNA23	66
aba983472004ea825e4b14591dcc4d49	EDNA24	48
aba983472004ea825e4b14591dcc4d49	EDNA25	109
aba983472004ea825e4b14591dcc4d49	EDNA26	51
aba983472004ea825e4b14591dcc4d49	EDNA27	74
aba983472004ea825e4b14591dcc4d49	EDNA40	49
aba983472004ea825e4b14591dcc4d49	EDNA41	63
aba983472004ea825e4b14591dcc4d49	EDNA42	91
aba983472004ea825e4b14591dcc4d49	EDNA43	77
aba983472004ea825e4b14591dcc4d49	EDNA44	88
aba983472004ea825e4b14591dcc4d49	EDNA45	113
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA96	24
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA87	168
fa5e9bd7ded1de6bf5f4470c0f874510	MB20	7
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA97	4
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA79	458
fa5e9bd7ded1de6bf5f4470c0f874510	MB21	6
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA40	400
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA41	496
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA42	295
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA52	2
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA43	47
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA34	50
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA80	1402
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA53	2
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA44	118
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA81	2274
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA54	4
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA45	32
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA36	11
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA91	146
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA82	385
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA73	7
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA55	6
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA46	25
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA92	62
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA83	538
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA56	12
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA47	14
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA93	185
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA84	413
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA75	56
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA57	4
fa5e9bd7ded1de6bf5f4470c0f874510	EDNA48	7
