Site;Imaging;biomass
eke_2;img_biomass_Sididae;0,00000000
eke_2;img_biomass_Synchaeta;0,00000000
eke_2;img_biomass_Tintinnopsis;604,02684560
eke_2;img_biomass_all_cyclo;60224,83222000
eke_2;img_biomass_all_cop;20134,22818000
eke_2;img_biomass_ac_total;321924,83218000
eke_2;img_biomass_all_cal;448861,74494000
eke_3;img_biomass_Asplancha;0,00000000
eke_3;img_biomass_Balanidae;0,00000000
eke_3;img_biomass_Bivalvia;0,00000000
eke_3;img_biomass_Bosmina;1050,00000000
eke_3;img_biomass_Cercopagis_pengoi;0,00000000
eke_3;img_biomass_Ceriodaphnia;0,00000000
eke_3;img_biomass_Daphnia;1500,00000000
eke_3;img_biomass_Daphnia_cucullata;0,00000000
eke_3;img_biomass_Diplostraca;0,00000000
eke_3;img_biomass_Eurytemora;4800,00000000
eke_3;img_biomass_Evadne;0,00000000
eke_3;img_biomass_Gastropoda;0,00000000
eke_3;img_biomass_Harpacticoida;0,00000000
eke_3;img_biomass_Helicostomella_subulata;32,07698476
eke_3;img_biomass_Keratella;12028,86929000
eke_3;img_biomass_Keratella_cochlearis;51323,17562000
eke_3;img_biomass_Keratella_cruciformis;1603,84923800
eke_3;img_biomass_Keratella_quadrata;25661,58782000
eke_3;img_biomass_Polychaeta;0,00000000
eke_3;img_biomass_Podon;0,00000000
eke_3;img_biomass_Rotifera;0,00000000
eke_3;img_biomass_Sididae;0,00000000
eke_3;img_biomass_Synchaeta;0,00000000
eke_3;img_biomass_Tintinnopsis;96,23095430
eke_3;img_biomass_all_cyclo;12750,00000000
eke_3;img_biomass_all_cop;1600,00000000
eke_3;img_biomass_ac_total;21046,19086000
eke_3;img_biomass_all_cal;39453,88933600
extra_1;img_biomass_Asplancha;0,00000000
extra_1;img_biomass_Balanidae;4569,68773800
extra_1;img_biomass_Bivalvia;0,00000000
extra_1;img_biomass_Bosmina;25175,20944000
extra_1;img_biomass_Cercopagis_pengoi;0,00000000
extra_1;img_biomass_Ceriodaphnia;0,00000000
extra_1;img_biomass_Daphnia;1500,00000000
extra_1;img_biomass_Daphnia_cucullata;0,00000000
extra_1;img_biomass_Diplostraca;700,00000000
extra_1;img_biomass_Eurytemora;24371,66794000
extra_1;img_biomass_Evadne;0,00000000
extra_1;img_biomass_Gastropoda;0,00000000
extra_1;img_biomass_Harpacticoida;500,00000000
extra_1;img_biomass_Helicostomella_subulata;0,00000000
extra_1;img_biomass_Keratella;15993,90708000
extra_1;img_biomass_Keratella_cochlearis;475247,52480000
extra_1;img_biomass_Keratella_cruciformis;7616,14623000
extra_1;img_biomass_Keratella_quadrata;79207,92080000
extra_1;img_biomass_Polychaeta;0,00000000
extra_1;img_biomass_Podon;0,00000000
extra_1;img_biomass_Rotifera;9139,37547600
extra_1;img_biomass_Sididae;0,00000000
extra_1;img_biomass_Synchaeta;0,00000000
extra_1;img_biomass_Tintinnopsis;30,46458492
extra_1;img_biomass_all_cyclo;59371,09672000
extra_1;img_biomass_all_cop;16032,29246000
extra_1;img_biomass_ac_total;456411,27200000
extra_1;img_biomass_all_cal;754794,82114000
extra_2;img_biomass_Asplancha;0,00000000
extra_2;img_biomass_Balanidae;0,00000000
extra_2;img_biomass_Bivalvia;0,00000000
extra_2;img_biomass_Bosmina;700,00000000
extra_2;img_biomass_Cercopagis_pengoi;0,00000000
extra_2;img_biomass_Ceriodaphnia;0,00000000
extra_2;img_biomass_Daphnia;0,00000000
extra_2;img_biomass_Daphnia_cucullata;0,00000000
extra_2;img_biomass_Diplostraca;0,00000000
extra_2;img_biomass_Eurytemora;0,00000000
extra_2;img_biomass_Evadne;0,00000000
extra_2;img_biomass_Gastropoda;0,00000000
extra_2;img_biomass_Harpacticoida;0,00000000
extra_2;img_biomass_Helicostomella_subulata;120,48192770
extra_2;img_biomass_Keratella;18072,28916000
extra_2;img_biomass_Keratella_cochlearis;438253,01200000
extra_2;img_biomass_Keratella_cruciformis;3012,04819300
extra_2;img_biomass_Keratella_quadrata;189759,03610000
extra_2;img_biomass_Polychaeta;0,00000000
extra_2;img_biomass_Podon;0,00000000
extra_2;img_biomass_Rotifera;0,00000000
extra_2;img_biomass_Sididae;0,00000000
extra_2;img_biomass_Synchaeta;9036,14457900
extra_2;img_biomass_Tintinnopsis;30,12048192
extra_2;img_biomass_all_cyclo;37650,60241000
extra_2;img_biomass_all_cop;15060,24096000
extra_2;img_biomass_ac_total;209631,32528000
extra_2;img_biomass_all_cal;288272,28914000
extra_3;img_biomass_Asplancha;9167,30328600
extra_3;img_biomass_Balanidae;0,00000000
extra_3;img_biomass_Bivalvia;0,00000000
extra_3;img_biomass_Bosmina;4200,00000000
extra_3;img_biomass_Cercopagis_pengoi;0,00000000
extra_3;img_biomass_Ceriodaphnia;0,00000000
extra_3;img_biomass_Daphnia;1500,00000000
extra_3;img_biomass_Daphnia_cucullata;0,00000000
extra_3;img_biomass_Diplostraca;0,00000000
extra_3;img_biomass_Eurytemora;0,00000000
extra_3;img_biomass_Evadne;0,00000000
extra_3;img_biomass_Gastropoda;0,00000000
extra_3;img_biomass_Harpacticoida;0,00000000
extra_3;img_biomass_Helicostomella_subulata;152,78838810
extra_3;img_biomass_Keratella;4583,65164300
extra_3;img_biomass_Keratella_cochlearis;51948,05195000
extra_3;img_biomass_Keratella_cruciformis;0,00000000
extra_3;img_biomass_Keratella_quadrata;3055,76776200
extra_3;img_biomass_Polychaeta;0,00000000
extra_3;img_biomass_Podon;0,00000000
extra_3;img_biomass_Rotifera;0,00000000
extra_3;img_biomass_Sididae;0,00000000
extra_3;img_biomass_Synchaeta;0,00000000
extra_3;img_biomass_Tintinnopsis;0,00000000
extra_3;img_biomass_all_cyclo;0,00000000
extra_3;img_biomass_all_cop;6111,53552400
extra_3;img_biomass_ac_total;67826,89076000
extra_3;img_biomass_all_cal;99394,19404400
extra_4;img_biomass_Asplancha;0,00000000
extra_4;img_biomass_Balanidae;0,00000000
extra_4;img_biomass_Bivalvia;2483,44370900
extra_4;img_biomass_Bosmina;2100,00000000
extra_4;img_biomass_Cercopagis_pengoi;0,00000000
extra_4;img_biomass_Ceriodaphnia;0,00000000
extra_4;img_biomass_Daphnia;0,00000000
extra_4;img_biomass_Daphnia_cucullata;0,00000000
extra_4;img_biomass_Diplostraca;0,00000000
extra_4;img_biomass_Eurytemora;0,00000000
extra_4;img_biomass_Evadne;0,00000000
extra_4;img_biomass_Gastropoda;23178,80795000
extra_4;img_biomass_Harpacticoida;0,00000000
extra_4;img_biomass_Helicostomella_subulata;331,12582780
extra_4;img_biomass_Keratella;22350,99338000
extra_4;img_biomass_Keratella_cochlearis;1407284,76800000
extra_4;img_biomass_Keratella_cruciformis;6622,51655600
extra_4;img_biomass_Keratella_quadrata;23178,80794000
extra_4;img_biomass_Polychaeta;0,00000000
extra_4;img_biomass_Podon;0,00000000
extra_4;img_biomass_Rotifera;0,00000000
extra_4;img_biomass_Sididae;0,00000000
extra_4;img_biomass_Synchaeta;0,00000000
extra_4;img_biomass_Tintinnopsis;33,11258278
extra_4;img_biomass_all_cyclo;8278,14569500
extra_4;img_biomass_all_cop;23978,80794000
extra_4;img_biomass_ac_total;315724,50330000
extra_4;img_biomass_all_cal;460238,41058000
